banda,bjd_tdb,fluxo,erro,base,n_fits
g,2461241.6073923977,0.9997365107797725,0.0012873065542672332,1.0001625601648625,45
g,2461241.6087797997,1.0031307025366845,0.00132293222233014,1.0000347311940678,44
g,2461241.610170951,1.0031565872129105,0.0013119724281938226,0.9999082790647501,45
g,2461241.611556292,1.0007183625002862,0.0013132156171814903,0.9997843141774935,44
g,2461241.6129442295,1.0014833457012529,0.0012910244476592165,0.9996619167897834,45
g,2461241.6143304026,1.002214150450847,0.001305987305477611,0.9995417574976866,44
g,2461241.6157184024,1.0004492449125435,0.001291601721394364,0.999423214402787,45
g,2461241.6171253854,1.000678504753028,0.0012862733359866362,0.9993050833480622,45
g,2461241.6185126225,0.9998437847305016,0.001295523626607111,0.9991906224016612,44
g,2461241.619898726,1.0005078483743521,0.0012841860197367106,0.9990781507196508,45
g,2461241.621282872,0.9997700529741018,0.0013009759012383225,0.9989678678242006,44
g,2461241.6226693853,0.9996605702242388,0.0012853061655295308,0.9988593868041757,45
g,2461241.6240640474,0.9986769220845779,0.001305950837835322,0.9987520924383725,44
g,2461241.6254495,1.0012606837273557,0.00129088076323855,0.9986477322900659,45
g,2461241.626839209,1.0013948617085175,0.0013053721495593017,0.998544896582044,44
g,2461241.6282270243,1.0006498177085184,0.0012875619182408991,0.9984443099228965,45
g,2461241.6296075536,0.998388062840078,0.0012926210795961741,0.9983463281212951,44
g,2461241.6309989677,0.9997059267679733,0.0012793370053758816,0.9982494339620241,45
g,2461241.6324062124,0.9939752288402517,0.0012676050703567545,0.9981535786413378,45
g,2461241.633795007,0.9993374864239571,0.0012987634277611124,0.998061103967051,44
g,2461241.6351814326,0.9976745863897876,0.0012756739344334128,0.9979708189216172,45
g,2461241.6365716686,0.9969809166560463,0.0012909762861234122,0.9978823237747461,44
g,2461241.637959939,0.9963619483833075,0.0012744797224189272,0.9977960097866461,45
g,2461241.6393506057,0.9955212298482174,0.0012919077047574405,0.9977116546085475,44
g,2461241.640718669,0.9961020658681636,0.0012976156383230101,0.9976307531463562,44
g,2461241.64211365,0.9944269092587956,0.0012706238108325136,0.9975502210851828,45
g,2461241.643494023,0.9964831047720599,0.0012881528099640308,0.9974727361821593,44
g,2461241.644877316,0.9947674210211586,0.0012735048342887914,0.9973971139209976,45
g,2461241.64628029,0.9968542108914497,0.0012770650157975217,0.9973225173042319,45
g,2461241.647691577,1.0055102125285036,0.0012993475286392595,0.997249631570564,44
g,2461241.6490729223,1.0023152511359776,0.0012954779926380858,0.997180429659158,44
g,2461241.6504573594,1.0033678067630467,0.0012882952356586823,0.9971131620690628,45
g,2461241.6518446174,0.9992111745114828,0.0012951190506375236,0.9970478580628476,44
g,2461241.653221079,0.999598862417753,0.0012940983301061582,0.9969851519620057,44
g,2461241.6546111614,0.998553519074069,0.0012824579825954354,0.9969239297997596,45
g,2461241.6560020996,0.999622555735671,0.0012994926081394485,0.996864795913316,44
g,2461241.657385941,0.9978539334420665,0.0012781671494454616,0.9968080846678844,45
g,2461241.658774396,0.9979538015591282,0.0012965200538477117,0.9967532996906304,44
g,2461241.660160953,0.9999607257292703,0.0012874081207109257,0.9967007060720937,45
g,2461241.6615711516,0.9995583206919235,0.0012918900574904679,0.9966493745374109,45
g,2461241.66296444,1.0009166601097683,0.0013176339103482203,0.9966008205987419,44
g,2461241.6643388774,0.9998145036471057,0.0013175051833747078,0.9965550243255431,44
g,2461241.6657242193,1.0003439022855938,0.0012924596771427912,0.9965109734737296,45
g,2461241.6671122494,0.9985066852966163,0.0013079025631840028,0.9964689615779379,44
g,2461241.66850575,0.9985925009300985,0.0012883802128494065,0.9964289216903972,45
g,2461241.6698947367,0.9983619375793173,0.0013128680960269082,0.9963911425426807,44
g,2461241.671281053,0.9993576222639977,0.001298786186613188,0.9963555541524319,45
g,2461241.6726688673,1.0001137889573049,0.0013093235876369712,0.9963220503007019,44
g,2461241.674059379,0.9988732400844338,0.0012952301951195324,0.9962906092052525,45
g,2461241.675446211,0.998863766274803,0.0013083031265046247,0.9962613747706083,44
g,2461241.6768353567,0.9982761629875857,0.0013003365642974597,0.9962342102268686,45
g,2461241.678231867,0.9997255656646435,0.0013037506501530757,0.9962090155308438,45
g,2461241.679621779,0.9970404906825283,0.00130978609283804,0.9961861154767767,44
g,2461241.6810082984,0.9970747276935538,0.001299831574960883,0.9961653352368189,45
g,2461241.6823903117,0.9988771179817464,0.0013255125425215763,0.9961466986696558,44
g,2461241.6837778417,0.997251225997259,0.0013172160610050855,0.9961302251863484,44
g,2461241.6851612907,0.9987295526799912,0.0013019456128221779,0.9961157267796574,45
g,2461241.686545528,0.9987304401445861,0.001323681651754513,0.9961033251500281,44
g,2461241.687948838,0.9984337086175559,0.0013138138437026098,0.996093076913714,45
g,2461241.6893384657,0.9983754105238372,0.0013118934000325275,0.9960847594149662,45
g,2461241.6907237982,1.0010386590801215,0.001342937538602269,0.9960787217082627,43
g,2461241.6921169967,0.99977181083215,0.001318947277037778,0.9960746124016634,45
g,2461241.6935130293,0.9995635078712294,0.0013321994168110653,0.9960727971624989,44
g,2461241.694897322,0.99961530260347,0.001328408720571379,0.9960729086352484,45
g,2461241.6962801632,0.9992382205409529,0.0013376097896586044,0.9960749845825183,44
g,2461241.6976635642,0.9987917455350704,0.0013325572966077707,0.9960793541612541,44
g,2461241.6990491142,0.9973550682490392,0.0013221384591306617,0.996085578270325,45
g,2461241.700458689,1.001083520894462,0.0013734257880935125,0.9960941536627006,43
g,2461241.7018332933,0.9991152271921956,0.0013362093875168737,0.996104450751531,45
